Sentence #,Word,POS,Tag
,yea,INTJ,O
,from,ADP,O
,NUMBER,NUM,O
,-,PUNCT,O
,to,ADP,O
,NUMBER,NUM,O
,lol,INTJ,O
Sentence: 97,@USER,PROPN,O
,get,VERB,O
,the,DET,O
,new,ADJ,O
,macbook,PROPN,MISC
,air,PROPN,MISC
,!,PUNCT,O
Sentence: 98,@USER,PROPN,O
,no,DET,O
,worry,NOUN,O
,.,PUNCT,O
,seem,VERB,O
,like,SCONJ,O
,a,DET,O
,lot,NOUN,O
,of,ADP,O
,people,NOUN,O
,be,AUX,O
,busy,ADJ,O
Sentence: 99,@USER,PROPN,O
,do,AUX,O
,u,PRON,O
,get,VERB,O
,that,DET,O
,janette,PROPN,PER
,?,PUNCT,O
,PUNCT,PUNCT,O
,prefection,NOUN,O
,rhyme,VERB,O
,with,ADP,O
,one,NUM,ORG
,direction,NOUN,ORG
,PUNCT,PUNCT,O
,not,PART,O
,janette,PROPN,PER
,gonzalez,PROPN,PER
,.,PUNCT,O
,~,PUNCT,O
,lol,INTJ,O
Sentence: 100,@USER,PROPN,O
,i,PRON,O
,have,VERB,O
,them,PRON,O
,in,ADP,O
,my,PRON,O
,fridge,NOUN,O
,right,ADV,O
,now,ADV,O
,",",PUNCT,O
,but,CCONJ,O
,they,PRON,O
,should,AUX,O
,be,AUX,O
,fine,ADJ,O
,",",PUNCT,O
,i,PRON,O
,could,AUX,O
,freeze,VERB,O
,them,PRON,O
,if,SCONJ,O
,ya,PRON,O
,like,VERB,O
,.,PUNCT,O
Sentence: 101,@USER,PROPN,O
,i,PRON,O
,'m,AUX,O
,off,ADJ,O
,thursday,PROPN,O
,.,PUNCT,O
,be,AUX,O
,that,PRON,O
,good,ADJ,O
,for,ADP,O
,you,PRON,O
,?,PUNCT,O
Sentence: 102,@USER,PROPN,O
,hey,INTJ,O
,yh,INTJ,O
,i,PRON,O
,'m,AUX,O
,in,ADP,O
,bristol,PROPN,LOC
,this,DET,O
,saturday,PROPN,O
,for,ADP,O
,my,PRON,O
,birthday,NOUN,O
,",",PUNCT,O
,be,AUX,O
,der,PRON,O
,nefin,NOUN,O
,goin,VERB,O
,on,ADP,O
,x,SYM,O
Sentence: 103,@USER,PROPN,O
,they,PRON,O
,tryna,VERB,O
,close,VERB,O
,all,DET,O
,the,DET,O
,black,ADJ,O
,hs,PROPN,O
,'s,PART,O
,in,ADP,O
,charlotte,PROPN,LOC
Sentence: 104,@USER,PROPN,O
,i,PRON,O
,remember,VERB,O
,when,ADV,O
,you,PRON,O
,have,VERB,O
,like,ADP,O
,a,DET,O
,thousand,NOUN,O
,.,PUNCT,O
,you,PRON,O
,get,VERB,O
,the,DET,O
,juice,NOUN,O
,now,ADV,O
,.,PUNCT,O
Sentence: 105,@USER,PROPN,O
,be,AUX,O
,give,VERB,O
,away,ADV,O
,NUMBER,NUM,O
,$,SYM,O
,NUMBER,NUM,O
,grocery,NOUN,O
,gift,NOUN,O
,cards,NOUN,O
,to,ADP,O
,associated,PROPN,ORG
,foods,PROPN,ORG
,.,PUNCT,O
,winner,NOUN,O
,announce,VERB,O
,wed,PROPN,O
,on,ADP,O
,2news,NOUN,ORG
,at,ADP,O
,NUMBER,NUM,O
,!,PUNCT,O
,URL,X,O
Sentence: 106,@USER,PROPN,O
,EMOTICON,SYM,O
,it,PRON,O
,'s,AUX,O
,okay,ADJ,O
,.,PUNCT,O
,i,PRON,O
,guess,VERB,O
,people,NOUN,O
,be,AUX,O
,go,VERB,O
,again,ADV,O
,next,ADJ,O
,week,NOUN,O
,",",PUNCT,O
,do,AUX,O
,you,PRON,O
,think,VERB,O
,you,PRON,O
,'ll,AUX,O
,go,VERB,O
,?,PUNCT,O
Sentence: 107,@USER,PROPN,O
,that,SCONJ,O
,how,ADV,O
,long,ADJ,O
,my,PRON,O
,pubes,NOUN,O
,be,AUX,O
,?,PUNCT,O
,i,PRON,O
,'m,AUX,O
,gon,VERB,O
,na,PART,O
,go,VERB,O
,trim,VERB,O
,them,PRON,O
,too,ADV,O
,!,PUNCT,O
Sentence: 108,@USER,PROPN,O
,omg,INTJ,O
,luke,PROPN,PER
,you,PRON,O
,need,VERB,O
,to,PART,O
,watch,VERB,O
,remember,VERB,O
,me,PRON,O
,.,PUNCT,O
,i,PRON,O
,literally,ADV,O
,be,AUX,O
,ball,VERB,O
,.,PUNCT,O
,you,PRON,O
,'d,AUX,O
,love,VERB,O
,it,PRON,O
,.,PUNCT,O
Sentence: 109,@USER,PROPN,O
,@USER,PROPN,O
,yes,INTJ,O
,!,PUNCT,O
,dm,VERB,O
,an,DET,O
,email,NOUN,O
,address,NOUN,O
,to,PART,O
,send,VERB,O
,the,DET,O
,link,NOUN,O
,to,ADP,O
,!,PUNCT,O
Sentence: 110,@USER,PROPN,O
,.,PUNCT,O
,when,ADV,O
,will,AUX,O
,you,PRON,O
,come,VERB,O
,out,ADV,O
,to,ADP,O
,the,DET,O
,field,NOUN,O
,EMOTICON,SYM,O
Sentence: 111,@USER,PROPN,O
,cool,INTJ,O
,",",PUNCT,O
,meet,VERB,O
,us,PRON,O
,at,ADP,O
,kieran,PROPN,PER
,'s,PART,O
,if,SCONJ,O
,you,PRON,O
,can,AUX,O
,.,PUNCT,O
,court,NOUN,PER
,",",PUNCT,O
,too,ADV,O
,?,PUNCT,O
,others,NOUN,O
,?,PUNCT,O
Sentence: 112,@USER,PROPN,O
,@USER,PROPN,O
,glue,VERB,O
,our,PRON,O
,lip,NOUN,O
,together,ADV,O
,with,ADP,O
,that,DET,O
,black,ADJ,O
,gunk,NOUN,O
,!,PUNCT,O
Sentence: 113,@USER,PROPN,O
,lol,INTJ,O
,",",PUNCT,O
,thanks,NOUN,O
,.,PUNCT,O
,why,ADV,O
,you,PRON,O
,say,VERB,O
,that,PRON,O
,tho,ADV,O
,?,PUNCT,O
,haha,INTJ,O
,!,PUNCT,O
Sentence: 114,@USER,PROPN,O
,western,ADJ,O
,fries,NOUN,O
Sentence: 115,@USER,PROPN,O
,lol,INTJ,O
,it,PRON,O
,wasnt,AUX,O
,blood,NOUN,O
,but,CCONJ,O
,thanks,NOUN,O
,.,PUNCT,O
Sentence: 116,@USER,PROPN,O
,@USER,PROPN,O
,miss,VERB,O
,y'all,PRON,O
,too,ADV,O
,just,ADV,O
,gon,VERB,O
,na,PART,O
,leave,VERB,O
,me,PRON,O
,out,ADP,O
,the,DET,O
,damn,ADJ,O
,convo,NOUN,O
,dick,NOUN,O
,lol,INTJ,O
Sentence: 117,@USER,PROPN,O
,weird,ADJ,O
,cause,SCONJ,O
,your,PRON,O
,not,PART,O
,doin,VERB,O
,either,ADV,O
,.,PUNCT,O
Sentence: 118,@USER,PROPN,O
,that,DET,O
,fallout,NOUN,MISC
,vegas,PROPN,MISC
,game,NOUN,O
,look,VERB,O
,neat,ADJ,O
Sentence: 119,@USER,PROPN,O
,lool,INTJ,O
,i,PRON,O
,be,AUX,O
,lyin,VERB,O
,gem,PROPN,PER
Sentence: 120,@USER,PROPN,O
,if,SCONJ,O
,u,PRON,O
,want,VERB,O
,some,DET,O
,funny,ADJ,O
,&,CCONJ,O
,TRUE,ADJ,O
,quote,NOUN,O
,on,ADP,O
,your,PRON,O
,timeline,NOUN,O
,then,ADV,O
,u,PRON,O
,should,AUX,O
,follow,VERB,O
,»,PUNCT,O
,@USER,PROPN,O
,«,PUNCT,O
,he,PRON,O
,'ll,AUX,O
,have,VERB,O
,u,PRON,O
,laugh,VERB,O
,all,DET,O
,day,NOUN,O
,!,PUNCT,O
Sentence: 121,@USER,PROPN,O
,@USER,PROPN,O
,me,PRON,O
,three,NUM,O
,!,PUNCT,O
,@USER,PROPN,O
Sentence: 122,@USER,PROPN,O
,look,VERB,O
,good,ADJ,O
,in,ADP,O
,the,DET,O
,pic,NOUN,O
,u,PRON,O
,put,VERB,O
,up,ADP,O
Sentence: 123,@USER,PROPN,O
,lmao,INTJ,O
,iit,PRON,O
,be,AUX,O
,my,PRON,O
,man,NOUN,O
,.,PUNCT,O
,iit,PRON,O
,be,AUX,O
,n't,PART,O
,hurt,ADJ,O
,at,ADV,O
,first,ADV,O
,but,CCONJ,O
,now,ADV,O
,i,PRON,O
,feel,VERB,O
,dat,DET,O
,shiit,NOUN,O
Sentence: 124,@USER,PROPN,O
,she,PRON,O
,look,VERB,O
,like,SCONJ,O
,it,PRON,O
,pacin',VERB,O
,back,ADV,O
,&,CCONJ,O
,forth,ADV,O
,lol,INTJ,O
Sentence: 125,@USER,PROPN,O
,follow,VERB,O
,@USER,PROPN,O
,&,CCONJ,O
,win,VERB,O
,ca$h,NOUN,O
,play,VERB,O
,your,PRON,O
,favorite,ADJ,O
,video,NOUN,O
,game,NOUN,O
,!,PUNCT,O
,#gamersaloon,X,O
Sentence: 126,@USER,PROPN,O
,lmao,INTJ,O
,i,PRON,O
,'m,AUX,O
,not,PART,O
,a,DET,O
,sheep,NOUN,O
,who,PRON,O
,listen,VERB,O
,to,ADP,O
,it,PRON,O
,cos,SCONJ,O
,everyone,PRON,O
,else,ADJ,O
,do,VERB,O
,",",PUNCT,O
,it,PRON,O
,s,AUX,O
,generally,ADV,O
,shit,NOUN,O
,EMOTICON,SYM,O
Sentence: 127,@USER,PROPN,O
,thnx,NOUN,O
Sentence: 128,@USER,PROPN,O
,know,VERB,O
,what,PRON,O
,'s,AUX,O
,up,ADV,O
,.,PUNCT,O
,and,CCONJ,O
,what,PRON,O
,'s,AUX,O
,up,ADV,O
,be,AUX,O
,my,PRON,O
,dick,NOUN,O
,.,PUNCT,O
Sentence: 129,@USER,PROPN,O
,right,INTJ,O
,.,PUNCT,O
Sentence: 130,@USER,PROPN,O
,when,ADV,O
,do,AUX,O
,you,PRON,O
,start,VERB,O
,your,PRON,O
,job,NOUN,O
,?,PUNCT,O
Sentence: 131,@USER,PROPN,O
,lol,INTJ,O
,no,DET,O
,pork,NOUN,O
,slime,NOUN,O
Sentence: 132,@USER,PROPN,O
,10th,NOUN,O
,.,PUNCT,O
,that,DET,O
,random,ADJ,O
,chick,NOUN,O
,nasty,ADJ,O
,ass,NOUN,O
,breath,NOUN,O
,EMOTICON,SYM,O
Sentence: 133,@USER,PROPN,O
,lyod,PROPN,PER
,and,CCONJ,O
,wayne,PROPN,PER
,-,PUNCT,O
,you,PRON,O
,that,PRON,O
,be,AUX,O
,big,ADJ,O
,!,PUNCT,O
Sentence: 134,@USER,PROPN,O
,idc,VERB,O
,we,PRON,O
,get,VERB,O
,rings,NOUN,O
,we,PRON,O
,aint,AUX,O
,chump,NOUN,O
Sentence: 135,@USER,PROPN,O
,;,PUNCT,O
,awe,INTJ,O
,you,PRON,O
,miss,VERB,O
,me,PRON,O
,?,PUNCT,O
Sentence: 136,@USER,PROPN,O
,#ynwa,X,O
,best,ADJ,O
,wish,NOUN,O
,at,ADP,O
,this,DET,O
,sad,ADJ,O
,time,NOUN,O
Sentence: 137,@USER,PROPN,O
,it,PRON,O
,be,AUX,O
,google,PROPN,MISC
,map,NOUN,MISC
,",",PUNCT,O
,but,CCONJ,O
,i,PRON,O
,do,AUX,O
,n't,PART,O
,think,VERB,O
,it,PRON,O
,be,AUX,O
,a,DET,O
,prank,NOUN,O
,",",PUNCT,O
,it,PRON,O
,'s,AUX,O
,just,ADV,O
,the,DET,O
,normal,ADJ,O
,kind,NOUN,O
,of,ADP,O
,thing,NOUN,O
,that,PRON,O
,happen,VERB,O
,in,ADP,O
,germany,PROPN,LOC
Sentence: 138,@USER,PROPN,O
,what,PRON,O
,'s,AUX,O
,new,ADJ,O
,?,PUNCT,O
,lol,INTJ,O
Sentence: 139,@USER,PROPN,O
,omg,INTJ,O
,u,PRON,O
,r,AUX,O
,from,ADP,O
,pa,PROPN,LOC
,?,PUNCT,O
,i,PRON,O
,be,AUX,O
,too,ADV,O
,(:,SYM,O
,where,ADV,O
,abouts,ADP,O
,?,PUNCT,O
Sentence: 140,@USER,PROPN,O
,in,ADP,O
,bham,PROPN,LOC
,i,PRON,O
,&,CCONJ,O
,teamel_al,PROPN,O
,will,AUX,O
,be,AUX,O
,in,ADP,O
,full,ADJ,O
,effect,NOUN,O
,NUMBER,ADP,O
,@USER,PROPN,O
,10/30/2010,NUM,O
,!,PUNCT,O
Sentence: 141,@USER,PROPN,O
,let,VERB,O
,do,VERB,O
,the,DET,O
,damn,ADJ,O
,thing,NOUN,O
,:],SYM,O
Sentence: 142,@USER,PROPN,O
,ok,INTJ,O
,so,ADV,O
,we,PRON,O
,be,AUX,O
,cool,ADJ,O
,i,PRON,O
,be,AUX,O
,n't,PART,O
,sure,ADJ,O
,smh,INTJ,O
,i,PRON,O
,have,VERB,O
,people,NOUN,O
,say,VERB,O
,ridiculous,ADJ,O
,stuff,NOUN,O
,all,DET,O
,day,NOUN,O
,EMOTICON,SYM,O
,so,ADV,O
,sorry,ADJ,O
Sentence: 143,@USER,PROPN,O
,i,PRON,O
,think,VERB,O
,i,PRON,O
,cut,VERB,O
,like,ADP,O
,",",PUNCT,O
,NUMBER,NUM,O
,-,SYM,O
,NUMBER,NUM,O
,inch,NOUN,O
,.,PUNCT,O
,it,PRON,O
,'s,AUX,O
,nice,ADJ,O
,",",PUNCT,O
,but,CCONJ,O
,i,PRON,O
,miss,VERB,O
,my,PRON,O
,big,ADJ,O
,ponytail,NOUN,O
,!,PUNCT,O
Sentence: 144,@USER,PROPN,O
,smfh,INTJ,O
,that,PRON,O
,'s,AUX,O
,fucking,ADV,O
,crazy,ADJ,O
Sentence: 145,@USER,PROPN,O
,schl,NOUN,O
,be,AUX,O
,ok,ADJ,O
,so,ADV,O
,far,ADV,O
,.,PUNCT,O
,will,AUX,O
,cal,VERB,O
,u,PRON,O
,soon,ADV,O
,.,PUNCT,O
,still,ADV,O
,with,ADP,O
,my,PRON,O
,fone,NOUN,O
,.,PUNCT,O
,he,PRON,O
,be,AUX,O
,good,ADJ,O
,EMOTICON,SYM,O
,hw,NOUN,O
,r,AUX,O
,u,PRON,O
,?,PUNCT,O
Sentence: 146,@USER,PROPN,O
,yes,INTJ,O
,.,PUNCT,O
,i,PRON,O
,'m,AUX,O
,also,ADV,O
,gong,VERB,O
,to,ADP,O
,eastside,PROPN,ORG
,'s,PART,O
,pre-show,NOUN,O
,rehearsal,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,try,VERB,O
,to,PART,O
,go,VERB,O
,to,ADP,O
,yours,PRON,O
,as,ADV,O
,well,ADV,O
,.,PUNCT,O
,#teamdiddlehype,X,O
,#reppinhometeams,X,O
Sentence: 147,@USER,PROPN,O
,hell,NOUN,O
,yea,INTJ,O
Sentence: 148,@USER,PROPN,O
,do,AUX,O
,n't,PART,O
,change,VERB,O
,anything,PRON,O
,if,SCONJ,O
,it,PRON,O
,'s,AUX,O
,a,DET,O
,PUNCT,PUNCT,O
,best,ADJ,O
,seller,NOUN,O
,.,PUNCT,O
,PUNCT,PUNCT,O
,ie,X,O
,@USER,PROPN,O
,and,CCONJ,O
,the,DET,O
,wwe,PROPN,ORG
,title,PROPN,O
,.,PUNCT,O
,most,ADJ,O
,business,NOUN,O
,reinvest,VERB,O
,their,PRON,O
,profits,NOUN,O
,into,ADP,O
,new,ADJ,O
,things,NOUN,O
Sentence: 149,@USER,PROPN,O
,sup,INTJ,O
,shirt,NOUN,O
,off,ADP,O
Sentence: 150,@USER,PROPN,O
,be,AUX,O
,guud,ADJ,O
,shitty,ADJ,O
,ass,NOUN,O
Sentence: 151,@USER,PROPN,O
,@USER,PROPN,O
,jesus,PROPN,O
,be,AUX,O
,you,PRON,O
,two,NUM,O
,still,ADV,O
,at,ADP,O
,it,PRON,O
,?,PUNCT,O
,lolx,INTJ,O
Sentence: 152,@USER,PROPN,O
,yoy,SYM,O
,my,PRON,O
,cuzzin,NOUN,O
,tell,VERB,O
,me,PRON,O
,it,PRON,O
,come,VERB,O
,on,ADP,O
,@,ADP,O
,NUMBER,NUM,O
Sentence: 153,@USER,PROPN,O
,@USER,PROPN,O
,nah,INTJ,O
,we,PRON,O
,think,VERB,O
,of,ADP,O
,it,PRON,O
,a,DET,O
,few,ADJ,O
,days,NOUN,O
,ago,ADV,O
Sentence: 154,@USER,PROPN,O
,yeh,INTJ,O
,i,PRON,O
,have,VERB,O
,no,DET,O
,idea,NOUN,O
,but,CCONJ,O
,i,PRON,O
,cant,AUX,O
,wait,VERB,O
,xx,SYM,O
Sentence: 155,@USER,PROPN,O
,you,PRON,O
,would,AUX,O
,have,AUX,O
,have,VERB,O
,NUMBER,NUM,O
,followers,NOUN,O
,if,SCONJ,O
,you,PRON,O
,do,VERB,O
,EMOTICON,SYM,O
,lol,INTJ,O
Sentence: 156,@USER,PROPN,O
,NUMBER,NUM,O
,couplet,NOUN,O
,",",PUNCT,O
,NUMBER,NUM,O
,refrain,NOUN,O
,.,PUNCT,O
Sentence: 157,@USER,PROPN,O
,lol,INTJ,O
,i,PRON,O
,know,VERB,O
,.,PUNCT,O
Sentence: 158,@USER,PROPN,O
,lol,INTJ,O
,!,PUNCT,O
Sentence: 159,@USER,PROPN,O
,nice,ADJ,O
,!,PUNCT,O
Sentence: 160,@USER,PROPN,O
,lmfao,INTJ,O
,that,PRON,O
,different,ADJ,O
Sentence: 161,@USER,PROPN,O
,thank,VERB,O
,you,PRON,O
,!,PUNCT,O
Sentence: 162,@USER,PROPN,O
,follow,VERB,O
,@USER,PROPN,O
,.,PUNCT,O
,he,PRON,O
,have,VERB,O
,awesome,ADJ,O
,quote,NOUN,O
,and,CCONJ,O
,your,PRON,O
,end,VERB,O
,up,ADP,O
,with,ADP,O
,wow,INTJ,O
,.,PUNCT,O
,EMOTICON,SYM,O
,follow,VERB,O
,him,PRON,O
,if,SCONJ,O
,you,PRON,O
,like,VERB,O
,his,PRON,O
,tweet,NOUN,O
,.,PUNCT,O
Sentence: 163,@USER,PROPN,O
,oh,INTJ,O
,ya,INTJ,O
,i,PRON,O
,bet,VERB,O
,.,PUNCT,O
,should,AUX,O
,be,AUX,O
,lots,NOUN,O
,of,ADP,O
,fun,NOUN,O
,for,ADP,O
,you,PRON,O
,.,PUNCT,O
,lol,INTJ,O
,EMOTICON,SYM,O
Sentence: 164,@USER,PROPN,O
,-,PUNCT,O
,lol,INTJ,O
,i,PRON,O
,m,AUX,O
,jk,VERB,O
,ahah,INTJ,O
,itss,PRON,O
,okayy,ADJ,O
,.,PUNCT,O
Sentence: 165,@USER,PROPN,O
,hey,INTJ,O
,EMOTICON,SYM,O
,please,INTJ,O
,read,VERB,O
,this,PRON,O
,for,ADP,O
,me,PRON,O
,!,PUNCT,O
,URL,X,O
,i,PRON,O
,really,ADV,O
,wan,VERB,O
,na,PART,O
,meet,VERB,O
,@USER,PROPN,O
,in,ADP,O
,montreal,PROPN,LOC
,!,PUNCT,O
,EMOTICON,SYM,O
Sentence: 166,@USER,PROPN,O
,kay,INTJ,O
,!,PUNCT,O
Sentence: 167,@USER,PROPN,O
,protester,NOUN,O
,have,VERB,O
,NUMBER,NUM,O
,men,NOUN,O
,tackle,VERB,O
,her,PRON,O
,down,ADV,O
,",",PUNCT,O
,cop,NOUN,O
,just,ADV,O
,watch,VERB,O
,?,PUNCT,O
,i,PRON,O
,know,VERB,O
,chief,NOUN,PER
,of,ADP,PER
,police,NOUN,PER
,in,ADP,O
,my,PRON,O
,city,NOUN,O
,",",PUNCT,O
,corrupt,ADJ,O
,as,ADP,O
,hell,NOUN,O
,!,PUNCT,O
,i,PRON,O
,'m,AUX,O
,re-,X,O
,join,VERB,O
,today,NOUN,O
Sentence: 168,@USER,PROPN,O
,:,PUNCT,O
,if,SCONJ,O
,a,DET,O
,player,NOUN,O
,win,VERB,O
,his,PRON,O
,first,ADJ,O
,match,NOUN,O
,",",PUNCT,O
,then,ADV,O
,lose,VERB,O
,in,ADP,O
,the,DET,O
,second,ADJ,O
,round,NOUN,O
,that,PRON,O
,'s,AUX,O
,a,DET,O
,t-17,NOUN,O
,",",PUNCT,O
,technically,ADV,O
,.,PUNCT,O
,do,AUX,O
,that,PRON,O
,count,VERB,O
,as,ADP,O
,top,NOUN,O
,-,PUNCT,O
,NUMBER,NUM,O
,?,PUNCT,O
Sentence: 169,@USER,PROPN,O
,naw,INTJ,O
,naw,INTJ,O
,ima,VERB,O
,have,VERB,O
,to,PART,O
,lock,VERB,O
,up,ADP,O
,w,ADP,O
,his,PRON,O
,ass,NOUN,O
,lol,INTJ,O
,but,CCONJ,O
,she,PRON,O
,'s,AUX,O
,eat,VERB,O
,as,ADP,O
,usual,ADJ,O
,,SYM,O
Sentence: 170,@USER,PROPN,O
,rt,X,O
,@USER,X,O
,:,PUNCT,O
,one,NUM,O
,day,NOUN,O
,i,PRON,O
,hope,VERB,O
,you,PRON,O
,look,VERB,O
,back,ADV,O
,at,SCONJ,O
,what,PRON,O
,we,PRON,O
,have,VERB,O
,",",PUNCT,O
,and,CCONJ,O
,regret,VERB,O
,every,DET,O
,single,ADJ,O
,thing,NOUN,O
,you,PRON,O
,do,VERB,O
,to,PART,O
,let,VERB,O
,it,PRON,O
,end,VERB,O
,.,PUNCT,O
Sentence: 171,@USER,PROPN,O
,cd,NOUN,O
,:,PUNCT,O
,NUMBER,NUM,O
,%,SYM,O
,mp3,NOUN,O
,:,PUNCT,O
,NUMBER,NUM,O
,%,SYM,O
,vinyl,NOUN,O
,:,PUNCT,O
,NUMBER,NUM,O
,%,SYM,O
Sentence: 172,@USER,PROPN,O
,htb,PROPN,MISC
,sneaker,PROPN,MISC
,expo,PROPN,MISC
,dec18th,PROPN,O
,at,ADP,O
,NUMBER,NUM,LOC
,ritch,PROPN,LOC
,in,ADP,O
,sf,PROPN,LOC
,from,ADP,O
,NUMBER,NUM,O
,pm,NOUN,O
,to,ADP,O
,NUMBER,NUM,O
,pm,NOUN,O
,NUMBER,ADV,O
,&,CCONJ,O
,over,ADV,O
,.,PUNCT,O
,from,ADP,O
,l.a.,PROPN,MISC
,NUMBER,ADP,MISC
,da,DET,MISC
,bay,NOUN,MISC
,!,PUNCT,O
,please,INTJ,O
,rt,VERB,O
,",",PUNCT,O
,thanks,NOUN,O
,u,PRON,O
,come,VERB,O
,?,PUNCT,O
Sentence: 173,@USER,PROPN,O
,how,ADV,O
,be,AUX,O
,paris,PROPN,LOC
,?,PUNCT,O
,xx,SYM,O
Sentence: 174,@USER,PROPN,O
,you,PRON,O
,wo,AUX,O
,nt,PART,O
,?,PUNCT,O
Sentence: 175,@USER,PROPN,O
,lol,INTJ,O
,i,PRON,O
,know,VERB,O
,right,ADV,O
Sentence: 176,@USER,PROPN,O
,lol,INTJ,O
,thanks,NOUN,O
Sentence: 177,@USER,PROPN,O
,wow,INTJ,O
,!,PUNCT,O
,o.o,SYM,O
Sentence: 178,@USER,PROPN,O
,nah,INTJ,O
,u,PRON,O
,really,ADV,O
,do,VERB,O
,though,ADV,O
,.,PUNCT,O
,u,PRON,O
,r,AUX,O
,like,INTJ,O
,on,ADP,O
,your,PRON,O
,NUMBER,NUM,O
,pic,NOUN,O
,URL,X,O
Sentence: 179,@USER,PROPN,O
,them,PRON,O
,breast,NOUN,O
,be,AUX,O
,flirt,VERB,O
,with,ADP,O
,me,PRON,O
,boo,INTJ,O
,smh,INTJ,O
Sentence: 180,@USER,PROPN,O
,hehe,INTJ,O
,i,PRON,O
,'m,AUX,O
,still,ADV,O
,on,ADP,O
,my,PRON,O
,summer,NOUN,O
,vacation,NOUN,O
,EMOTICON,SYM,O
,but,CCONJ,O
,if,SCONJ,O
,i,PRON,O
,do,AUX,O
,n't,PART,O
,try,VERB,O
,get,VERB,O
,up,ADV,O
,earlier,ADV,O
,than,ADP,O
,now,ADV,O
,",",PUNCT,O
,i,PRON,O
,'ll,AUX,O
,definitely,ADV,O
,be,AUX,O
,late,ADJ,O
,for,ADP,O
,school,NOUN,O
,EMOTICON,SYM,O
,#i4u,X,O
Sentence: 181,@USER,PROPN,O
,i,PRON,O
,from,ADP,O
,in,ADP,O
,italy,PROPN,LOC
,!,PUNCT,O
,and,CCONJ,O
,you,PRON,O
,?,PUNCT,O
Sentence: 182,@USER,PROPN,O
,okay,INTJ,O
,?,PUNCT,O
Sentence: 183,@USER,PROPN,O
,brand,ADV,O
,new,ADJ,O
,macbook,PROPN,MISC
,with,ADP,O
,zero,NUM,O
,cost,NOUN,O
,w.slop.in/qrvd,X,O
Sentence: 184,@USER,PROPN,O
,the,DET,O
,bbr,NOUN,O
,alias,NOUN,O
,do,AUX,O
,n't,PART,O
,add,VERB,O
,a,DET,O
,space,NOUN,O
Sentence: 185,@USER,PROPN,O
,well,INTJ,O
,me,PRON,O
,&,CCONJ,O
,her,PRON,O
,.,PUNCT,O
Sentence: 186,@USER,PROPN,O
,haha,INTJ,O
,i,PRON,O
,know,VERB,O
,.,PUNCT,O
,i,PRON,O
,say,VERB,O
,that,SCONJ,O
,school,NOUN,O
,be,AUX,O
,gon,VERB,O
,na,PART,O
,go,VERB,O
,down,ADP,O
,the,DET,O
,hole,NOUN,O
,after,SCONJ,O
,we,PRON,O
,leave,VERB,O
Sentence: 187,@USER,PROPN,O
,happy,ADJ,O
,birthday,NOUN,O
,!,PUNCT,O
,i,PRON,O
,'m,AUX,O
,so,ADV,O
,glad,ADJ,O
,you,PRON,O
,be,AUX,O
,bear,VERB,O
,!,PUNCT,O
,you,PRON,O
,should,AUX,O
,have,VERB,O
,@USER,PROPN,O
,take,VERB,O
,u,PRON,O
,out,ADV,O
,since,SCONJ,O
,he,PRON,O
,'s,AUX,O
,a,DET,O
,texan,PROPN,MISC
,again,ADV,O
,.,PUNCT,O
,if,SCONJ,O
,u,PRON,O
,r,AUX,O
,town,NOUN,O
Sentence: 188,@USER,PROPN,O
,lol,INTJ,O
,",",PUNCT,O
,we,PRON,O
,be,AUX,O
,one,NUM,O
,.,PUNCT,O
,and,CCONJ,O
,that,PRON,O
,be,AUX,O
,me,PRON,O
,this,DET,O
,weekend,NOUN,O
,especially,ADV,O
,.,PUNCT,O
,maybe,ADV,O
,put,VERB,O
,it,PRON,O
,off,ADP,O
,until,SCONJ,O
,you,PRON,O
,feel,VERB,O
,like,SCONJ,O
,~,PUNCT,O
,talk,VERB,O
,again,ADV,O
,?,PUNCT,O
Sentence: 189,@USER,PROPN,O
,@USER,PROPN,O
,@USER,PROPN,O
,@USER,PROPN,O
,and,CCONJ,O
,some,DET,O
,others,NOUN,O
,unfollowed,VERB,O
,me,PRON,O
,[,PUNCT,O
,check,VERB,O
,by,ADP,O
,URL,X,O
,],PUNCT,O
Sentence: 190,@USER,PROPN,O
,eh,INTJ,O
,yeah,INTJ,O
,i,PRON,O
,'ll,AUX,O
,be,AUX,O
,fine,ADJ,O
,",",PUNCT,O
,just,ADV,O
,annoyed,ADJ,O
Sentence: 191,@USER,PROPN,O
,i,PRON,O
,love,VERB,O
,you,PRON,O
,more,ADV,O
Sentence: 192,@USER,PROPN,O
,on,ADP,O
,my,PRON,O
,way,NOUN,O
,.,PUNCT,O
,lol,INTJ,O
Sentence: 193,@USER,PROPN,O
,of,ADV,O
,course,ADV,O
,she,PRON,O
,can,AUX,O
,come,VERB,O
Sentence: 194,@USER,PROPN,O
,you,PRON,O
,suppose,VERB,O
,to,PART,O
,say,VERB,O
,good'morning,NOUN,O
,love,NOUN,O
,♥,SYM,O
Sentence: 195,@USER,PROPN,O
,wow,INTJ,O
,!,PUNCT,O
,one,NUM,O
,of,ADP,O
,your,PRON,O
,best,ADJ,O
,self,NOUN,O
,portrait,NOUN,O
,ever,ADV,O
,!,PUNCT,O
,URL,X,O
Sentence: 196,@USER,PROPN,O
,hey,INTJ,O
,how,ADV,O
,be,AUX,O
,it,PRON,O
,go,VERB,O
,.,PUNCT,O
,do,AUX,O
,u,PRON,O
,set,VERB,O
